,age,income,savings_rate,debt_ratio,purchase_power,purchasing_power,purchase_class
497,38,84867.53,0.1,0.43,45233.43,39.2,1
498,43,49312.13,0.24,0.23,31306.21,29.46,1
499,40,76048.44,0.13,0.16,59283.22,49.02,1
500,31,70289.62,0.23,0.11,48910.32,41.77,1
501,37,75169.67,0.06,0.15,64337.51,52.56,1
502,54,49479.46,0.15,0.25,27596.15,26.87,0
503,30,36643.81,0.23,0.38,16060.11,18.81,0
504,59,65276.39,0.11,0.13,40988.49,36.23,1
505,37,63375.5,0.25,0.17,42041.79,36.97,1
506,30,74318.59,0.21,0.19,46463.91,40.06,1
507,27,41366.17,0.2,0.42,14969.18,18.04,0
508,25,61817.44,0.14,0.41,24744.1,24.88,0
509,46,84120.98,0.17,0.38,42469.82,37.27,1
510,32,54924.24,0.2,0.23,34451.16,31.66,1
511,49,69310.45,0.17,0.29,40262.44,35.73,1
512,37,66828.78,0.22,0.15,47106.47,40.51,1
513,34,47808.33,0.16,0.21,34085.01,31.41,1
514,23,53752.2,0.1,0.55,12943.05,16.63,0
515,53,98865.59,0.1,0.59,29273.55,28.04,1
516,30,54572.9,0.05,0.42,30293.78,28.76,1
517,43,46666.18,0.13,0.56,19726.15,21.37,0
518,39,52456.69,0.24,0.42,23575.21,24.06,0
519,54,41555.86,0.25,0.12,24301.41,24.57,0
520,41,90081.07,0.1,0.6,32529.33,30.32,1
521,34,72510.91,0.29,0.15,44638.99,38.79,1
522,57,50479.01,0.18,0.44,13596.44,17.08,0
523,57,41666.74,0.28,0.23,14782.75,17.91,0
524,32,45863.65,0.23,0.3,24949.21,25.02,0
525,49,53757.95,0.23,0.42,20994.9,22.26,0
526,23,46117.22,0.07,0.32,22425.86,23.26,0
527,53,61536.95,0.1,0.23,40159.39,35.65,1
528,41,91602.45,0.05,0.27,67726.65,54.93,1
529,47,53612.59,0.23,0.27,30307.02,28.77,1
530,29,36742.29,0.14,0.58,11216.64,15.42,0
531,36,46174.46,0.25,0.5,16863.3,19.37,0
532,30,53876.59,0.13,0.33,30415.76,28.84,1
533,27,41063.03,0.25,0.2,21277.03,22.45,0
534,28,47613.16,0.08,0.51,19541.75,21.24,0
535,35,52725.3,0.09,0.18,42842.14,37.53,1
536,56,77912.74,0.14,0.21,46906.2,40.37,1
537,25,39745.4,0.15,0.28,19094.66,20.93,0
538,31,50036.1,0.14,0.54,18597.47,20.58,0
539,58,69642.48,0.24,0.17,33947.95,31.31,1
540,27,42887.65,0.07,0.16,31915.09,29.89,1
541,45,70037.9,0.14,0.35,40551.58,35.93,1
542,20,44578.44,0.26,0.24,12224.34,16.12,0
543,23,46647.77,0.07,0.38,19733.03,21.37,0
544,47,49296.99,0.29,0.33,22588.58,23.37,0
545,55,85139.72,0.3,0.32,29600.86,28.27,1
546,56,120864.51,0.07,0.16,88683.32,69.58,1
547,37,60484.26,0.12,0.17,47938.74,41.09,1
548,26,36514.93,0.14,0.51,10332.8,14.8,0
549,19,37539.91,0.24,0.54,-3886.79,4.86,0
550,40,81551.73,0.2,0.22,53052.36,44.67,1
551,35,50825.36,0.21,0.16,36701.74,33.24,1
552,25,45655.88,0.24,0.13,25620.79,25.49,0
553,43,68347.02,0.08,0.4,40404.26,35.83,1
554,22,68079.21,0.26,0.46,12041.27,16.0,0
555,54,74287.24,0.23,0.29,34011.87,31.36,1
556,24,61555.39,0.19,0.44,17965.5,20.14,0
557,49,56260.86,0.27,0.46,17570.37,19.86,0
558,37,67202.53,0.23,0.57,19298.22,21.07,0
559,57,47976.01,0.1,0.13,30996.23,29.25,1
560,45,78984.6,0.16,0.2,55792.91,46.58,1
561,28,75762.91,0.17,0.13,52263.21,44.12,1
562,44,72558.62,0.06,0.53,34035.98,31.37,1
563,37,55179.8,0.29,0.5,16939.62,19.42,0
564,57,54325.02,0.08,0.39,22983.3,23.65,0
565,21,86086.75,0.22,0.14,45818.03,39.61,1
566,31,50377.94,0.18,0.24,31808.22,29.82,1
567,46,84005.86,0.06,0.25,62206.04,51.07,1
568,38,66604.6,0.28,0.38,28048.26,27.19,1
569,46,58004.11,0.26,0.23,33493.7,30.99,1
570,26,33986.12,0.18,0.14,21153.09,22.37,0
571,59,58768.13,0.11,0.47,16400.04,19.04,0
572,57,58742.79,0.08,0.25,33563.97,31.04,1
573,19,82286.88,0.14,0.33,32014.78,29.96,1
574,21,30124.1,0.11,0.16,13103.76,16.74,0
575,31,121541.7,0.18,0.5,41325.12,36.47,1
576,46,69164.37,0.29,0.38,26736.51,26.27,0
577,43,69032.09,0.19,0.55,22725.55,23.47,0
578,51,53509.49,0.27,0.35,21163.71,22.37,0
579,56,63429.67,0.21,0.57,8984.69,13.86,0
580,24,54237.55,0.17,0.55,10804.12,15.13,0
581,50,80242.08,0.26,0.39,29534.68,28.23,1
582,39,49498.31,0.17,0.57,18556.42,20.55,0
583,34,89612.22,0.27,0.26,46361.45,39.99,1
584,39,67511.86,0.12,0.28,45594.72,39.45,1
585,29,63996.69,0.08,0.12,51831.14,43.81,1
586,55,55758.89,0.26,0.39,15752.4,18.59,0
587,54,48267.8,0.2,0.46,14246.64,17.54,0
588,53,61488.46,0.27,0.49,13613.11,17.1,0
589,37,63371.39,0.28,0.17,39539.31,35.22,1
590,38,45526.59,0.06,0.32,33123.9,30.74,1
591,36,74694.35,0.18,0.19,52455.88,44.25,1
592,59,75221.37,0.14,0.43,23144.94,23.76,0
593,32,46943.37,0.21,0.18,31954.42,29.92,1
594,33,44980.38,0.25,0.55,12484.05,16.31,0
595,49,57843.39,0.12,0.22,40805.44,36.11,1
596,19,37458.65,0.19,0.25,9322.18,14.1,0
597,21,37078.52,0.23,0.53,300.59,7.79,0
598,34,57257.81,0.08,0.33,37768.76,33.98,1
599,41,65778.65,0.25,0.11,47097.63,40.5,1
600,29,37792.14,0.2,0.35,17877.98,20.08,0
601,30,39889.69,0.29,0.14,24186.94,24.49,0
602,28,28895.58,0.13,0.59,7727.99,12.98,0
603,50,80370.63,0.08,0.39,44069.67,38.39,1
604,34,58417.06,0.18,0.23,38764.68,34.68,1
605,26,70268.04,0.07,0.38,36362.38,33.0,1
606,56,44821.16,0.29,0.14,20938.72,22.22,0
607,30,54607.23,0.06,0.5,25553.84,25.44,0
608,42,65930.47,0.24,0.56,18483.98,20.5,0
609,46,55200.67,0.18,0.54,19436.94,21.17,0
610,26,32427.65,0.14,0.27,17110.21,19.54,0
611,46,105670.32,0.07,0.26,74810.6,59.88,1
612,54,90899.61,0.21,0.12,59379.56,49.09,1
613,44,57388.76,0.2,0.43,26558.8,26.15,0
614,26,58010.0,0.12,0.37,27643.81,26.9,0
615,46,56113.33,0.28,0.33,26133.57,25.85,0
616,46,50667.93,0.13,0.55,20217.61,21.71,0
617,55,104969.85,0.16,0.18,65030.34,53.04,1
618,59,37994.76,0.19,0.1,18028.34,20.18,0
619,54,55605.06,0.08,0.14,41586.09,36.65,1
620,45,64106.58,0.28,0.21,37060.8,33.49,1
621,35,98500.55,0.14,0.12,77167.46,61.53,1
622,27,67886.17,0.07,0.35,38329.74,34.38,1
623,51,43962.55,0.15,0.26,27068.63,26.5,0
624,38,60875.79,0.2,0.19,42285.2,37.14,1
625,31,55657.26,0.18,0.48,21460.84,22.58,0
626,46,59419.67,0.22,0.2,38069.52,34.19,1
627,47,73816.53,0.06,0.44,39939.16,35.5,1
628,31,39758.44,0.12,0.27,26319.92,25.98,0
629,53,54656.95,0.25,0.36,20109.13,21.64,0
630,24,54350.23,0.07,0.57,15096.8,18.13,0
631,36,72163.66,0.26,0.12,49437.85,42.14,1
632,23,46774.52,0.07,0.35,21210.15,22.41,0
633,43,58492.96,0.26,0.53,17646.37,19.91,0
634,20,37234.21,0.14,0.39,7026.54,12.49,0
635,28,65594.41,0.2,0.24,36580.82,33.15,1
636,48,62964.79,0.09,0.3,41538.62,36.62,1
637,23,31881.41,0.07,0.44,9919.9,14.51,0
638,51,47236.49,0.1,0.55,17280.29,19.66,0
639,19,20914.88,0.08,0.12,4959.75,11.05,0
640,36,92669.46,0.13,0.14,73223.49,58.77,1
641,50,77148.39,0.18,0.26,44816.71,38.91,1
642,29,51454.08,0.2,0.22,30838.21,29.14,1
643,39,55160.62,0.25,0.23,34068.34,31.4,1
644,44,55059.86,0.21,0.21,36639.88,33.19,1
645,43,85029.71,0.2,0.2,56135.42,46.82,1
646,40,110841.07,0.15,0.17,81048.82,64.24,1
647,45,54737.09,0.17,0.57,18903.43,20.79,0
648,31,78947.97,0.15,0.17,55705.11,46.52,1
649,51,61846.56,0.26,0.2,34083.05,31.41,1
650,52,57814.81,0.11,0.22,38511.52,34.5,1
651,59,89868.33,0.05,0.57,25552.93,25.44,0
652,53,60191.88,0.21,0.48,17378.96,19.73,0
653,19,42007.43,0.1,0.49,5159.31,11.18,0
654,39,65482.57,0.27,0.15,43153.46,37.75,1
655,24,28885.19,0.26,0.52,1590.18,8.69,0
656,46,67519.56,0.07,0.3,46239.1,39.9,1
657,35,51427.53,0.08,0.23,40101.95,35.61,1
658,23,28721.37,0.17,0.39,6819.02,12.35,0
659,49,55155.53,0.2,0.51,18119.92,20.25,0
660,23,37270.93,0.12,0.49,8704.07,13.66,0
661,56,78924.29,0.23,0.54,13108.82,16.74,0
662,21,28185.29,0.2,0.56,-2095.32,6.11,0
663,41,52124.41,0.13,0.22,39420.9,35.14,1
664,55,62826.28,0.06,0.31,36180.69,32.87,1
665,55,44054.54,0.24,0.11,25716.92,25.56,0
666,28,43151.6,0.1,0.54,15226.73,18.22,0
667,28,34399.07,0.26,0.18,19040.47,20.89,0
668,37,78335.66,0.16,0.53,29806.69,28.42,1
669,35,54672.06,0.19,0.26,34138.61,31.44,1
670,39,61168.05,0.27,0.28,32780.72,30.5,1
671,32,74247.56,0.27,0.12,48711.62,41.63,1
672,27,41131.69,0.14,0.26,23188.3,23.79,0
673,19,32640.42,0.1,0.54,-232.79,7.42,0
674,31,42695.1,0.24,0.11,29770.88,28.39,1
675,22,30019.44,0.16,0.3,8883.16,13.79,0
676,19,25727.71,0.1,0.12,8540.45,13.55,0
677,58,49635.51,0.28,0.29,14629.55,17.81,0
678,50,56440.22,0.1,0.19,41730.43,36.75,1
679,52,65699.22,0.06,0.23,47007.29,40.44,1
680,46,51669.07,0.06,0.54,25284.13,25.25,0
681,49,67509.16,0.21,0.32,34628.73,31.79,1
682,26,57511.83,0.22,0.24,29171.16,27.97,1
683,57,50884.43,0.13,0.39,18618.18,20.59,0
684,44,52540.73,0.13,0.17,41693.44,36.73,1
685,52,62256.43,0.13,0.23,39260.29,35.03,1
686,21,37917.8,0.22,0.37,6746.33,12.29,0
687,30,57816.09,0.06,0.22,43050.74,37.68,1
688,19,73805.8,0.28,0.44,8550.23,13.56,0
689,23,45460.84,0.11,0.35,19151.41,20.97,0
690,48,54013.32,0.3,0.49,14826.82,17.94,0
691,48,51368.25,0.09,0.57,20240.99,21.73,0
692,35,48295.03,0.24,0.16,33463.33,30.97,1
693,41,46196.46,0.11,0.27,34371.38,31.61,1
694,33,75606.75,0.07,0.26,54258.38,45.51,1
695,55,38265.5,0.27,0.18,17788.1,20.01,0
696,39,69924.64,0.26,0.51,21485.14,22.6,0
697,32,45513.75,0.15,0.48,19538.5,21.24,0
698,20,32066.36,0.23,0.34,3672.63,10.15,0
699,29,41910.95,0.19,0.37,19208.49,21.01,0
700,57,89966.08,0.26,0.13,48808.35,41.7,1
701,56,58433.95,0.13,0.38,24273.66,24.55,0
702,52,75844.03,0.18,0.5,24233.98,24.52,0
703,56,86392.57,0.17,0.39,33610.55,31.08,1
704,52,63539.9,0.14,0.23,39699.21,35.33,1
705,36,45843.98,0.27,0.43,18506.35,20.52,0
706,48,59221.54,0.09,0.28,40048.94,35.58,1
707,33,47759.4,0.09,0.37,29303.97,28.06,1
708,45,55926.27,0.19,0.34,30220.72,28.71,1
709,52,59495.0,0.21,0.29,29146.79,27.96,1
710,56,56183.7,0.1,0.46,20254.7,21.74,0
711,51,68459.01,0.15,0.54,21829.75,22.84,0
712,42,72334.68,0.29,0.1,49486.66,42.18,1
713,33,55309.72,0.11,0.57,21397.16,22.54,0
714,48,69322.03,0.22,0.36,32531.91,30.32,1
715,35,51582.99,0.24,0.45,20468.47,21.89,0
716,23,73018.5,0.16,0.53,16932.93,19.42,0
717,47,55043.34,0.28,0.33,24623.63,24.79,0
718,22,67914.74,0.23,0.52,9649.71,14.32,0
719,28,35722.65,0.16,0.19,22900.78,23.59,0
720,35,53645.6,0.19,0.18,38296.15,34.35,1
721,28,47099.64,0.22,0.43,16334.93,19.0,0
722,35,63589.85,0.2,0.54,21600.46,22.68,0
723,38,77506.71,0.27,0.55,19632.8,21.3,0
724,42,48131.06,0.14,0.42,26290.57,25.96,0
725,23,31286.42,0.12,0.36,10201.92,14.71,0
726,52,45400.18,0.1,0.27,28498.98,27.5,1
727,24,74813.56,0.06,0.59,21583.53,22.67,0
728,20,43967.88,0.06,0.26,19537.28,21.24,0
729,31,42442.24,0.27,0.47,13420.16,16.96,0
730,29,46931.0,0.22,0.37,20170.33,21.68,0
731,41,86981.17,0.22,0.4,38507.7,34.5,1
732,34,54183.59,0.2,0.3,31343.27,29.49,1
733,49,57394.29,0.26,0.58,11296.31,15.48,0
734,29,43091.93,0.17,0.39,19919.65,21.5,0
735,34,45832.3,0.27,0.57,11712.46,15.77,0
736,26,73912.65,0.14,0.1,53725.04,45.14,1
737,22,82997.49,0.28,0.39,20219.4,21.71,0
738,58,44378.78,0.22,0.46,6759.62,12.3,0
739,22,74048.7,0.11,0.47,23431.95,23.96,0
740,43,55967.94,0.19,0.55,19564.24,21.26,0
741,21,50306.94,0.18,0.1,27295.03,26.66,0
742,50,93367.67,0.08,0.1,77548.1,61.79,1
743,21,38734.26,0.2,0.34,9445.07,14.18,0
744,45,58122.95,0.13,0.11,48476.3,41.47,1
745,47,77799.62,0.06,0.59,30835.77,29.14,1
746,50,48713.63,0.29,0.21,25901.38,25.69,0
747,37,84200.47,0.21,0.34,43537.6,38.02,1
748,39,63691.6,0.27,0.13,43706.03,38.13,1
749,23,36658.97,0.22,0.36,9471.03,14.2,0
750,36,51672.57,0.14,0.29,34429.82,31.65,1
751,46,47366.01,0.18,0.12,37307.91,33.66,1
752,40,54588.23,0.22,0.27,33595.07,31.06,1
753,39,57603.42,0.29,0.3,29189.59,27.98,1
754,24,33338.66,0.11,0.59,5282.57,11.27,0
755,19,36396.32,0.27,0.2,7300.72,12.68,0
756,23,52600.69,0.28,0.37,12354.75,16.22,0
757,59,52213.52,0.22,0.59,884.72,8.2,0
758,30,66327.92,0.28,0.5,16170.65,18.88,0
759,44,52515.87,0.15,0.6,18133.35,20.26,0
760,52,80982.32,0.29,0.58,10213.63,14.72,0
761,32,58291.44,0.23,0.34,27946.87,27.12,1
762,44,98634.04,0.06,0.45,53124.18,44.72,1
763,45,134961.0,0.28,0.16,81200.22,64.35,1
764,27,44013.9,0.17,0.32,21186.13,22.39,0
765,44,56796.19,0.17,0.5,23537.36,24.03,0
766,40,58262.69,0.19,0.35,32049.58,29.98,1
767,48,73123.48,0.09,0.45,36490.3,33.09,1
768,35,87946.15,0.17,0.47,36225.35,32.9,1
769,44,54166.01,0.26,0.23,32758.57,30.48,1
770,54,66169.23,0.05,0.54,24765.56,24.89,0
771,19,35065.01,0.12,0.33,7615.15,12.9,0
772,26,60212.81,0.05,0.21,42533.8,37.31,1
773,53,95056.6,0.15,0.53,28661.97,27.62,1
774,33,53820.64,0.23,0.31,28250.18,27.33,1
775,40,44396.52,0.25,0.48,18089.51,20.22,0
776,32,70233.08,0.29,0.37,26887.49,26.38,0
777,44,52254.61,0.2,0.29,31211.69,29.4,1
778,46,60615.66,0.11,0.5,27401.9,26.74,0
779,41,77021.76,0.28,0.39,30738.87,29.07,1
780,32,61294.75,0.24,0.3,31227.22,29.41,1
781,42,60911.2,0.19,0.15,44967.49,39.02,1
782,20,31321.73,0.22,0.55,-3244.53,5.31,0
783,44,39170.31,0.28,0.12,28459.13,27.47,1
784,32,69226.5,0.23,0.53,19526.34,21.23,0
785,25,43919.34,0.14,0.28,21918.45,22.9,0
786,21,75724.82,0.23,0.42,18048.83,20.2,0
787,41,68953.63,0.06,0.56,31755.68,29.78,1
788,36,52401.64,0.15,0.18,40306.02,35.76,1
789,56,79886.31,0.15,0.38,32662.54,30.41,1
790,53,84311.73,0.09,0.48,34792.09,31.9,1
791,33,54112.99,0.06,0.48,28790.65,27.71,1
792,43,87768.62,0.08,0.36,53645.45,45.08,1
793,55,51513.51,0.21,0.41,15881.22,18.68,0
794,46,65301.45,0.25,0.48,21615.69,22.69,0
795,28,61981.05,0.3,0.52,10987.29,15.26,0
796,57,72105.71,0.14,0.48,21768.58,22.8,0
797,35,70203.95,0.2,0.28,41169.45,36.36,1
798,57,52588.57,0.28,0.6,187.25,7.71,0
799,40,84243.84,0.09,0.32,55129.83,46.12,1
800,44,60884.81,0.23,0.11,44761.06,38.87,1
801,43,55002.57,0.24,0.28,31297.56,29.46,1
802,35,51524.82,0.07,0.16,43876.28,38.25,1
803,31,105773.54,0.27,0.16,62698.49,51.41,1
804,38,51372.76,0.25,0.24,31379.52,29.52,1
805,43,90577.49,0.06,0.13,79006.9,62.81,1
806,22,29334.63,0.07,0.44,6905.67,12.41,0
807,28,60305.27,0.06,0.14,48123.23,41.22,1
808,21,45820.85,0.13,0.2,21716.54,22.76,0
809,59,93804.78,0.18,0.15,54755.5,45.86,1
810,36,51107.85,0.18,0.13,39910.15,35.48,1
811,54,48243.41,0.12,0.23,29258.24,28.03,1
812,40,60087.45,0.28,0.39,25870.27,25.66,0
813,52,100917.4,0.14,0.58,27818.71,27.03,1
814,26,38056.73,0.06,0.54,12940.79,16.63,0
815,58,34002.78,0.13,0.54,4298.79,10.58,0
816,37,61282.22,0.18,0.19,43752.86,38.17,1
817,59,74044.08,0.15,0.23,36790.66,33.3,1
818,55,46733.89,0.12,0.14,31274.87,29.44,1
819,24,62280.64,0.08,0.49,22030.03,22.98,0
820,44,50292.56,0.25,0.13,35425.1,32.34,1
821,52,58742.07,0.3,0.38,18610.88,20.59,0
822,24,60092.07,0.13,0.22,34162.72,31.46,1
823,55,45191.11,0.15,0.22,25246.05,25.23,0
824,51,64337.91,0.2,0.6,13609.85,17.09,0
825,40,87570.21,0.23,0.48,31169.54,29.37,1
826,39,69647.11,0.15,0.52,28653.95,27.61,1
827,24,36702.66,0.28,0.39,7920.1,13.12,0
828,24,81032.45,0.19,0.54,17577.24,19.87,0
829,22,54681.33,0.16,0.42,15334.32,18.3,0
830,48,43790.06,0.21,0.57,12398.95,16.25,0
831,29,69697.06,0.29,0.24,33821.64,31.22,1
832,48,54785.37,0.25,0.4,22503.64,23.31,0
833,49,65352.75,0.06,0.45,34780.2,31.89,1
834,42,82620.2,0.13,0.3,52296.98,44.14,1
835,27,43066.84,0.17,0.54,11458.48,15.59,0
836,21,23618.53,0.13,0.59,-1958.51,6.21,0
837,49,96752.86,0.23,0.35,43970.41,38.32,1
838,58,80690.75,0.26,0.3,28706.21,27.65,1
839,55,57665.12,0.23,0.34,21594.55,22.68,0
840,54,76092.04,0.3,0.53,11324.7,15.5,0
841,42,57244.81,0.12,0.42,31667.55,29.72,1
842,49,63702.25,0.27,0.12,40927.45,36.19,1
843,24,43876.33,0.24,0.37,12445.08,16.28,0
844,20,34356.26,0.14,0.11,15608.1,18.49,0
845,38,66978.83,0.23,0.49,23918.54,24.3,0
846,46,48778.44,0.08,0.26,36175.54,32.87,1
847,29,49410.77,0.25,0.34,21221.29,22.41,0
848,22,47919.24,0.18,0.5,8022.59,13.19,0
849,33,103714.88,0.12,0.12,81650.47,64.66,1
850,24,32401.49,0.21,0.18,15005.48,18.07,0
851,48,71593.75,0.21,0.3,38079.88,34.2,1
852,56,69587.47,0.1,0.21,42947.33,37.6,1
853,20,20280.1,0.06,0.27,3544.06,10.06,0
854,33,64324.56,0.16,0.6,19017.04,20.87,0
855,29,70079.11,0.19,0.51,21242.7,22.43,0
856,26,59599.51,0.27,0.54,8994.44,13.87,0
857,44,61476.79,0.28,0.57,13828.56,17.25,0
858,23,49969.15,0.18,0.27,21545.81,22.64,0
859,24,48749.41,0.24,0.25,20192.91,21.7,0
860,44,45178.41,0.16,0.22,33096.31,30.72,1
861,22,45800.75,0.24,0.52,4260.68,10.56,0
862,37,55184.16,0.1,0.44,30496.02,28.9,1
863,38,51771.31,0.14,0.22,38197.24,34.28,1
864,51,137300.95,0.21,0.29,69798.43,56.38,1
865,38,87732.23,0.05,0.35,57181.65,47.55,1
866,30,40760.5,0.23,0.36,17932.93,20.12,0
867,19,42916.54,0.26,0.54,-3336.69,5.25,0
868,44,95787.9,0.15,0.29,58585.5,48.54,1
869,32,40135.89,0.16,0.55,14514.62,17.73,0
870,56,59390.2,0.26,0.32,20124.75,21.65,0
871,55,60950.81,0.24,0.47,13905.56,17.3,0
872,29,38538.01,0.12,0.57,12986.62,16.66,0
873,54,66137.68,0.13,0.55,18881.31,20.78,0
874,31,78348.16,0.22,0.13,53500.62,44.98,1
875,21,75551.49,0.19,0.2,37063.6,33.49,1
876,51,57802.15,0.09,0.34,33736.03,31.16,1
877,24,122801.83,0.13,0.32,63770.52,52.16,1
878,28,32006.06,0.27,0.42,9658.86,14.33,0
879,23,50389.51,0.22,0.57,4387.59,10.65,0
880,41,46575.23,0.3,0.16,30977.92,29.24,1
881,28,53217.16,0.24,0.33,22872.35,23.57,0
882,20,31953.39,0.29,0.2,6369.3,12.03,0
883,31,64214.43,0.1,0.55,24584.99,24.77,0
884,58,54464.37,0.24,0.58,2301.88,9.19,0
885,20,28607.38,0.06,0.34,7298.58,12.68,0
886,38,51179.12,0.22,0.15,37534.21,33.82,1
887,19,87225.54,0.17,0.49,17840.51,20.05,0
888,55,66625.75,0.14,0.45,24053.21,24.39,0
889,27,32818.98,0.27,0.28,13874.3,17.28,0
890,35,68743.78,0.26,0.54,17779.91,20.01,0
891,27,47610.13,0.06,0.59,15830.99,18.65,0
892,29,53121.85,0.2,0.38,23060.31,23.7,0
893,33,72913.11,0.14,0.38,38174.64,34.27,1
894,42,87287.98,0.15,0.25,57611.32,47.86,1
895,56,47430.54,0.26,0.39,11905.4,15.9,0
896,53,59893.44,0.13,0.32,32121.02,30.03,1
897,48,55079.56,0.29,0.25,28506.88,27.51,1
898,49,72881.51,0.09,0.13,58522.74,48.49,1
899,23,41008.47,0.22,0.23,16835.26,19.35,0
900,32,56811.15,0.22,0.2,35962.06,32.72,1
901,29,49158.1,0.11,0.37,26134.97,25.85,0
902,27,48875.07,0.13,0.4,21630.0,22.7,0
903,52,102342.12,0.26,0.4,34436.66,31.65,1
904,30,125209.3,0.24,0.29,59870.53,49.43,1
905,53,66738.04,0.13,0.31,35853.1,32.64,1
906,53,58846.51,0.18,0.52,16553.07,19.15,0
907,19,20160.06,0.07,0.34,155.11,7.69,0
908,58,46617.09,0.1,0.59,6912.43,12.41,0
909,40,59939.28,0.17,0.32,36106.49,32.82,1
910,47,53370.99,0.07,0.42,30277.93,28.75,1
911,26,40965.79,0.26,0.13,22799.52,23.52,0
912,29,89954.91,0.23,0.43,31698.85,29.74,1
913,59,55777.79,0.29,0.53,1598.55,8.7,0
914,55,60854.93,0.22,0.57,9068.95,13.92,0
915,32,47544.75,0.29,0.6,8615.67,13.6,0
916,48,87130.1,0.19,0.24,52647.41,44.38,1
917,53,57242.65,0.2,0.39,22277.53,23.15,0
918,39,54351.15,0.29,0.33,26146.32,25.86,0
919,55,42154.97,0.21,0.38,13773.99,17.21,0
920,23,43458.98,0.06,0.18,27225.76,26.61,0
921,37,52919.65,0.23,0.53,18313.08,20.38,0
922,32,97060.28,0.28,0.55,19429.13,21.16,0
923,44,109373.84,0.25,0.32,51448.04,43.55,1
924,22,28484.85,0.2,0.24,8918.05,13.81,0
925,43,49404.23,0.22,0.17,35322.51,32.27,1
926,43,58654.38,0.3,0.44,20355.4,21.81,0
927,36,49384.1,0.07,0.26,38042.27,34.17,1
928,58,59893.98,0.22,0.55,6491.73,12.12,0
929,26,44420.11,0.12,0.44,17599.9,19.88,0
930,57,61944.88,0.21,0.42,17038.72,19.49,0
931,58,76745.9,0.2,0.38,25002.19,25.06,0
932,32,43649.72,0.09,0.12,37503.09,33.8,1
933,50,81687.08,0.1,0.57,28820.33,27.73,1
934,56,48778.47,0.21,0.41,14131.58,17.46,0
935,51,120780.54,0.08,0.6,39575.77,35.25,1
936,41,100637.12,0.12,0.37,57089.09,47.49,1
937,33,55614.64,0.26,0.46,19534.32,21.23,0
938,51,49637.98,0.13,0.13,37634.14,33.89,1
939,43,49119.15,0.17,0.42,25280.51,25.25,0
940,35,75849.1,0.29,0.48,22084.51,23.02,0
941,51,60947.57,0.11,0.49,25343.62,25.3,0
942,20,57181.94,0.15,0.49,10801.11,15.13,0
943,32,118274.29,0.2,0.21,72124.42,58.0,1
944,58,46512.44,0.24,0.59,824.93,8.15,0
945,58,42209.67,0.28,0.6,-1828.23,6.3,0
946,57,60420.07,0.28,0.14,29129.6,27.94,1
947,24,69809.44,0.24,0.57,8529.56,13.54,0
948,24,34466.86,0.11,0.24,17718.43,19.97,0
949,21,41426.88,0.06,0.44,11768.71,15.81,0
950,25,77876.03,0.15,0.27,42267.2,37.13,1
951,26,31876.03,0.09,0.58,8361.97,13.42,0
952,33,61152.81,0.23,0.15,41596.92,36.66,1
953,47,55340.1,0.22,0.35,27754.32,26.98,0
954,51,63384.55,0.06,0.31,40383.55,35.81,1
955,48,75558.42,0.26,0.26,38987.96,34.84,1
956,57,60902.4,0.11,0.42,22535.01,23.33,0
957,45,50567.73,0.16,0.17,38817.08,34.72,1
958,54,52874.85,0.22,0.46,14819.47,17.94,0
959,47,94678.38,0.16,0.59,27559.09,26.85,0
960,56,63686.98,0.16,0.5,16877.05,19.38,0
961,51,77494.18,0.07,0.53,32079.72,30.01,1
962,55,63085.45,0.15,0.28,32607.57,30.37,1
963,45,78136.69,0.24,0.26,43267.07,37.83,1
964,51,55878.38,0.28,0.36,21061.49,22.3,0
965,22,32860.48,0.15,0.12,16492.94,19.11,0
966,40,76150.27,0.16,0.57,26286.54,25.96,0
967,20,62343.94,0.23,0.17,27470.29,26.78,0
968,28,40497.27,0.29,0.55,6353.8,12.02,0
969,23,36679.81,0.12,0.14,21301.71,22.47,0
970,28,49383.16,0.16,0.51,16011.42,18.77,0
971,51,99837.15,0.25,0.18,58184.65,48.26,1
972,56,68196.85,0.2,0.12,41852.67,36.84,1
973,31,40419.54,0.08,0.46,20801.65,22.12,0
974,49,60773.3,0.21,0.24,35736.77,32.56,1
975,54,56139.31,0.1,0.46,22813.86,23.53,0
976,42,48770.78,0.18,0.38,27051.2,26.49,0
977,33,55735.5,0.18,0.15,40418.96,35.84,1
978,47,58471.04,0.27,0.57,13224.05,16.82,0
979,26,43966.25,0.17,0.33,20037.66,21.59,0
980,23,38710.29,0.12,0.47,10056.24,14.61,0
981,47,96102.04,0.11,0.35,55776.87,46.57,1
982,22,37554.68,0.27,0.4,5073.67,11.13,0
983,30,55003.52,0.09,0.25,37587.69,33.86,1
984,20,38135.09,0.16,0.2,14311.9,17.58,0
985,45,55908.17,0.1,0.37,34374.82,31.61,1
986,49,63421.18,0.24,0.32,29985.6,28.54,1
987,54,60724.82,0.17,0.3,30284.86,28.75,1
988,54,60954.84,0.14,0.44,23814.1,24.23,0
989,44,51987.01,0.14,0.45,26503.49,26.11,0
990,45,59764.52,0.26,0.12,41336.94,36.48,1
991,23,58629.54,0.19,0.27,25909.5,25.69,0
992,38,58270.08,0.23,0.31,32462.86,30.27,1
993,29,55645.59,0.27,0.15,32949.45,30.61,1
994,28,54479.26,0.28,0.22,27448.26,26.77,0
